time_start,time_end,model,launched,destroyed,not_reach_goal,still_attacking,target,launch_place
2024-02-15 03:35,2024-02-15 07:35,Iskander-M,7,6,1,0,Odesa,Voronezh Oblast
2024-02-15 03:16,2024-02-15 06:16,S-300,5,1,0,4,Poltava,Voronezh Oblast
2024-02-17 00:47,2024-02-17 02:47,Shahed-238,1,1,0,0,Kherson,Krasnodar Krai
2024-02-17 00:13,2024-02-17 04:13,Kh-59,2,1,0,1,Vinnytsia,Voronezh Oblast
2024-02-19 01:24,2024-02-19 02:24,Shahed-136,27,25,0,2,Vinnytsia,Black Sea
2024-02-21 00:04,2024-02-21 03:04,Kh-59MK2,4,3,0,1,Dnipro,Voronezh Oblast
2024-02-21 00:38,2024-02-21 01:38,Shahed-136,5,4,0,1,Chernihiv,Bryansk Oblast
2024-02-21 03:39,2024-02-21 06:39,Kh-101,6,5,0,1,Chernihiv,Caspian Sea
2024-02-21 01:40,2024-02-21 05:40,Kalibr,3,3,0,0,Kherson,Caspian Sea
2024-02-22 01:02,2024-02-22 03:02,Shahed-136,13,11,0,2,Poltava,Krasnodar Krai
2024-02-22 00:23,2024-02-22 02:23,KN-23,7,3,0,4,Sumy,Caspian Sea
2024-02-22 01:05,2024-02-22 04:05,Iskander-K,3,2,1,0,Vinnytsia,Bryansk Oblast
2024-02-23 03:37,2024-02-23 05:37,Kh-55,4,4,0,0,Donetsk,Caspian Sea
2024-02-23 00:58,2024-02-23 01:58,Shahed-136,21,17,2,2,Donetsk,Belgorod Oblast
2024-02-23 02:22,2024-02-23 05:22,Iskander-M,7,2,1,4,Dnipro,Kursk Oblast
2024-02-23 03:59,2024-02-23 07:59,Shahed-238,22,20,0,2,Poltava,Caspian Sea
2024-02-24 00:35,2024-02-24 01:35,Shahed-238,19,17,0,2,Donetsk,Belgorod Oblast
2024-02-24 02:07,2024-02-24 05:07,KN-23,4,3,0,1,Rivne,Belarus
2024-02-24 02:44,2024-02-24 06:44,Shahed-136,1,1,0,0,Lviv,Crimea
2024-02-24 01:48,2024-02-24 04:48,Kh-101,4,3,0,1,Vinnytsia,Crimea
2024-02-25 03:07,2024-02-25 06:07,Orlan-10,3,1,1,1,Kharkiv,Bryansk Oblast
2024-02-26 01:51,2024-02-26 04:51,Shahed-136/Geran-2,11,10,0,1,Lviv,Voronezh Oblast
2024-02-26 00:44,2024-02-26 03:44,Shahed-238,18,16,1,1,Dnipro,Belgorod Oblast
2024-02-27 00:35,2024-02-27 02:35,Shahed-136,14,14,0,0,Kherson,Voronezh Oblast
2024-02-27 02:13,2024-02-27 05:13,Shahed-131,19,17,0,2,Odesa,Kursk Oblast
2024-02-27 03:47,2024-02-27 05:47,Kh-555,3,3,0,0,Dnipro,Kursk Oblast
2024-02-29 01:53,2024-02-29 04:53,Shahed-131,19,18,0,1,Odesa,Black Sea
2024-02-29 00:58,2024-02-29 01:58,Kh-59,4,3,1,0,Sumy,Crimea
2024-03-01 03:23,2024-03-01 06:23,Shahed-131,18,15,0,3,Kherson,Belgorod Oblast
2024-03-02 03:14,2024-03-02 05:14,Shahed-136,25,19,1,5,Kyiv,Belarus
2024-03-02 03:30,2024-03-02 04:30,Kh-69,8,7,1,0,Donetsk,Voronezh Oblast
2024-03-02 03:55,2024-03-02 05:55,S-300,6,4,1,1,Kherson,Black Sea
2024-03-03 02:44,2024-03-03 03:44,Kh-59,6,4,2,0,Kyiv,Kursk Oblast
2024-03-03 03:37,2024-03-03 04:37,Shahed-136,24,22,0,2,Mykolaiv,Voronezh Oblast
2024-03-03 02:11,2024-03-03 05:11,Kh-69,4,4,0,0,Dnipro,Belgorod Oblast
2024-03-03 03:39,2024-03-03 06:39,Shahed-131,13,10,2,1,Mykolaiv,Krasnodar Krai
2024-03-04 03:44,2024-03-04 06:44,Shahed-136,11,7,1,3,Mykolaiv,Bryansk Oblast
2024-03-04 02:28,2024-03-04 04:28,Shahed-131,19,17,0,2,Poltava,Krasnodar Krai
2024-03-06 02:51,2024-03-06 04:51,Shahed-131,25,21,1,3,Donetsk,Bryansk Oblast
2024-03-08 03:51,2024-03-08 04:51,Shahed-136/Geran-2,22,18,0,4,Odesa,Bryansk Oblast
2024-03-08 03:08,2024-03-08 06:08,Smerch,5,3,1,1,Vinnytsia,Crimea
2024-03-09 03:06,2024-03-09 05:06,Shahed-136/Geran-2,28,22,1,5,Kyiv,Kursk Oblast
2024-03-11 03:47,2024-03-11 06:47,Kalibr,3,3,0,0,Zaporizhzhia,Voronezh Oblast
2024-03-12 02:01,2024-03-12 06:01,Shahed-131,14,11,1,2,Kharkiv,Voronezh Oblast
2024-03-12 01:36,2024-03-12 03:36,Orlan-10,4,1,1,2,Vinnytsia,Belgorod Oblast
2024-03-12 02:20,2024-03-12 06:20,Shahed-136,6,5,0,1,Vinnytsia,Crimea
2024-03-14 03:40,2024-03-14 05:40,Shahed-136,25,21,3,1,Zhytomyr,Krasnodar Krai
2024-03-14 02:26,2024-03-14 06:26,Kh-101,3,2,0,1,Zhytomyr,Black Sea
2024-03-14 00:10,2024-03-14 03:10,Shahed-136/Geran-2,22,20,0,2,Dnipro,Voronezh Oblast
2024-03-15 02:38,2024-03-15 06:38,Shahed-136,19,18,0,1,Zaporizhzhia,Crimea
2024-03-15 02:47,2024-03-15 06:47,Orlan-10,2,2,0,0,Lviv,Krasnodar Krai
2024-03-15 01:54,2024-03-15 02:54,Kh-55,4,4,0,0,Odesa,Kursk Oblast
2024-03-16 01:10,2024-03-16 05:10,Kh-59,5,4,0,1,Kharkiv,Black Sea
2024-03-17 00:01,2024-03-17 04:01,Shahed-136,16,11,1,4,Donetsk,Black Sea
2024-03-17 00:16,2024-03-17 02:16,Kh-101,4,4,0,0,Kharkiv,Bryansk Oblast
2024-03-17 02:14,2024-03-17 04:14,KN-25,9,7,1,1,Chernihiv,Belgorod Oblast
2024-03-17 03:40,2024-03-17 05:40,Shahed-136/Geran-2,8,7,0,1,Odesa,Belarus
2024-03-19 02:55,2024-03-19 06:55,Kh-101,4,2,0,2,Kherson,Belarus
2024-03-19 02:35,2024-03-19 06:35,Shahed-131,10,8,0,2,Odesa,Belarus
2024-03-19 01:37,2024-03-19 05:37,Smerch,3,2,0,1,Sumy,Bryansk Oblast
2024-03-20 02:30,2024-03-20 04:30,Shahed-131,14,11,2,1,Vinnytsia,Black Sea
2024-03-20 03:19,2024-03-20 06:19,Shahed-238,10,9,0,1,Lviv,Belgorod Oblast
2024-03-20 01:19,2024-03-20 02:19,Shahed-136/Geran-2,20,19,1,0,Kyiv,Belarus
2024-03-23 00:44,2024-03-23 04:44,Kalibr,4,3,0,1,Vinnytsia,Crimea
2024-03-23 02:00,2024-03-23 06:00,Kh-101,5,4,1,0,Vinnytsia,Belgorod Oblast
2024-03-23 01:50,2024-03-23 02:50,Shahed-136,18,18,0,0,Donetsk,Voronezh Oblast
2024-03-23 01:26,2024-03-23 05:26,Shahed-131,19,14,2,3,Lviv,Kursk Oblast
2024-03-24 03:14,2024-03-24 06:14,Shahed-136,12,9,1,2,Kharkiv,Bryansk Oblast
2024-03-24 01:33,2024-03-24 04:33,Kh-101,2,2,0,0,Zaporizhzhia,Belarus
2024-03-24 02:26,2024-03-24 04:26,Shahed-131,13,12,0,1,Zhytomyr,Black Sea
2024-03-24 01:08,2024-03-24 04:08,KN-23,3,1,0,2,Kharkiv,Crimea
2024-03-25 03:12,2024-03-25 06:12,Shahed-136,19,18,1,0,Kyiv,Krasnodar Krai
2024-03-25 00:34,2024-03-25 01:34,Orlan-10,1,0,1,0,Odesa,Black Sea
2024-03-25 02:17,2024-03-25 04:17,Kh-555,5,2,0,3,Chernihiv,Crimea
2024-03-27 00:31,2024-03-27 02:31,Shahed-136/Geran-2,19,16,1,2,Mykolaiv,Bryansk Oblast
2024-03-27 02:50,2024-03-27 06:50,KN-25,10,4,2,4,Mykolaiv,Crimea
2024-03-28 02:05,2024-03-28 04:05,Iskander-M,8,5,0,3,Kyiv,Belgorod Oblast
2024-03-30 01:12,2024-03-30 04:12,Shahed-136/Geran-2,14,10,1,3,Zhytomyr,Bryansk Oblast
2024-03-30 00:07,2024-03-30 02:07,Kh-101,4,3,0,1,Lviv,Crimea
2024-03-30 01:47,2024-03-30 02:47,Shahed-131,25,22,0,3,Dnipro,Crimea
2024-03-30 00:33,2024-03-30 02:33,Shahed-136,17,14,1,2,Kherson,Bryansk Oblast
2024-03-31 02:10,2024-03-31 03:10,Iskander-M,5,2,1,2,Chernihiv,Belarus
2024-03-31 00:16,2024-03-31 04:16,Kh-55,5,4,0,1,Sumy,Belgorod Oblast
2024-03-31 01:23,2024-03-31 02:23,Kh-59MK2,4,4,0,0,Zhytomyr,Kursk Oblast
2024-04-02 02:00,2024-04-02 04:00,Shahed-136,16,14,1,1,Vinnytsia,Belgorod Oblast
2024-04-02 00:25,2024-04-02 02:25,Kh-555,4,2,0,2,Kyiv,Caspian Sea
2024-04-02 03:44,2024-04-02 05:44,Kalibr,3,3,0,0,Mykolaiv,Black Sea
2024-04-02 01:10,2024-04-02 05:10,Kh-22,4,2,0,2,Kharkiv,Voronezh Oblast
2024-04-05 02:41,2024-04-05 04:41,Shahed-136,20,15,1,4,Chernihiv,Belarus
2024-04-07 02:35,2024-04-07 05:35,Shahed-136,15,14,0,1,Vinnytsia,Crimea
2024-04-07 01:01,2024-04-07 05:01,Kalibr,4,2,0,2,Mykolaiv,Krasnodar Krai
2024-04-08 03:45,2024-04-08 07:45,Shahed-136,18,15,1,2,Donetsk,Belgorod Oblast
2024-04-09 01:36,2024-04-09 03:36,Iskander-K,5,4,0,1,Donetsk,Voronezh Oblast
2024-04-09 02:46,2024-04-09 06:46,Kh-101,4,4,0,0,Zaporizhzhia,Belarus
2024-04-09 01:04,2024-04-09 03:04,Shahed-136,20,19,0,1,Kherson,Belgorod Oblast
2024-04-09 02:34,2024-04-09 05:34,Kalibr,5,3,2,0,Kherson,Caspian Sea
2024-04-11 00:39,2024-04-11 03:39,Shahed-136,23,22,0,1,Vinnytsia,Kursk Oblast
2024-04-11 02:46,2024-04-11 03:46,Shahed-131,15,12,0,3,Sumy,Belarus
2024-04-13 01:39,2024-04-13 04:39,Shahed-238,19,15,2,2,Mykolaiv,Bryansk Oblast
2024-04-13 02:07,2024-04-13 03:07,Shahed-131,10,10,0,0,Donetsk,Black Sea
2024-04-13 00:53,2024-04-13 02:53,Shahed-136,13,12,0,1,Odesa,Caspian Sea
2024-04-13 01:06,2024-04-13 05:06,Kh-35,2,2,0,0,Dnipro,Black Sea
2024-04-14 03:33,2024-04-14 06:33,Shahed-131,21,16,1,4,Kyiv,Voronezh Oblast
2024-04-14 01:38,2024-04-14 02:38,Kalibr,4,4,0,0,Kyiv,Kursk Oblast
2024-04-14 03:59,2024-04-14 04:59,Shahed-136,22,18,2,2,Kherson,Caspian Sea
2024-04-14 02:35,2024-04-14 06:35,Kh-22,2,1,0,1,Zhytomyr,Voronezh Oblast
2024-04-16 00:46,2024-04-16 01:46,Shahed-136,10,10,0,0,Zhytomyr,Belgorod Oblast
2024-04-16 00:13,2024-04-16 01:13,Kh-59,6,6,0,0,Kharkiv,Kursk Oblast
2024-04-16 03:12,2024-04-16 05:12,Shahed-131,23,18,1,4,Donetsk,Kursk Oblast
2024-04-17 03:47,2024-04-17 04:47,Shahed-131,28,25,1,2,Vinnytsia,Voronezh Oblast
2024-04-17 03:44,2024-04-17 07:44,Kh-555,6,4,0,2,Rivne,Black Sea
2024-04-18 03:32,2024-04-18 06:32,KN-25,2,0,1,1,Sumy,Krasnodar Krai
2024-04-18 03:59,2024-04-18 06:59,Kalibr,3,2,0,1,Rivne,Voronezh Oblast
2024-04-19 02:26,2024-04-19 06:26,Shahed-136/Geran-2,13,11,1,1,Zhytomyr,Voronezh Oblast
2024-04-19 01:36,2024-04-19 03:36,Shahed-136,25,21,1,3,Lviv,Belarus
2024-04-19 02:23,2024-04-19 06:23,Lancet-3,2,2,0,0,Kherson,Bryansk Oblast
2024-04-20 02:38,2024-04-20 03:38,Shahed-131,23,21,1,1,Donetsk,Krasnodar Krai
2024-04-22 01:13,2024-04-22 04:13,Shahed-136,13,12,0,1,Kyiv,Belgorod Oblast
2024-04-22 01:06,2024-04-22 02:06,Kh-555,5,3,0,2,Kherson,Voronezh Oblast
2024-04-22 01:08,2024-04-22 04:08,Kh-59,3,2,0,1,Mykolaiv,Kursk Oblast
2024-04-23 00:36,2024-04-23 04:36,Shahed-131,16,16,0,0,Poltava,Kursk Oblast
2024-04-23 00:46,2024-04-23 03:46,KN-25,7,6,0,1,Vinnytsia,Crimea
2024-04-23 01:31,2024-04-23 02:31,Shahed-136,26,24,0,2,Poltava,Belgorod Oblast
2024-04-24 00:49,2024-04-24 01:49,Iskander-M,1,1,0,0,Rivne,Voronezh Oblast
2024-04-24 02:56,2024-04-24 06:56,Iskander-K,3,3,0,0,Lviv,Black Sea
2024-04-24 01:47,2024-04-24 02:47,Shahed-136,18,16,2,0,Sumy,Bryansk Oblast
2024-04-24 00:19,2024-04-24 01:19,Shahed-136/Geran-2,11,9,0,2,Mykolaiv,Belarus
2024-04-25 01:09,2024-04-25 02:09,Kh-101,4,2,1,1,Sumy,Bryansk Oblast
2024-04-25 03:48,2024-04-25 04:48,Kalibr,5,4,0,1,Dnipro,Bryansk Oblast
2024-04-25 02:50,2024-04-25 06:50,Shahed-136/Geran-2,18,17,0,1,Odesa,Krasnodar Krai
2024-04-26 00:35,2024-04-26 04:35,Kh-47M2 Kinzhal,3,2,0,1,Zaporizhzhia,Black Sea
2024-04-26 03:32,2024-04-26 07:32,Kh-22,7,5,0,2,Vinnytsia,Krasnodar Krai
2024-04-26 01:30,2024-04-26 03:30,Kh-555,5,5,0,0,Kherson,Bryansk Oblast
2024-04-26 01:35,2024-04-26 03:35,Shahed-136,21,17,2,2,Dnipro,Black Sea
2024-04-27 02:43,2024-04-27 03:43,Shahed-136,25,19,2,4,Kharkiv,Bryansk Oblast
2024-04-27 03:23,2024-04-27 06:23,Kalibr,5,4,0,1,Dnipro,Voronezh Oblast
2024-04-27 02:38,2024-04-27 03:38,Shahed-238,5,4,0,1,Vinnytsia,Belgorod Oblast
2024-04-27 01:22,2024-04-27 05:22,Shahed-131,23,21,0,2,Poltava,Krasnodar Krai
2024-04-28 01:43,2024-04-28 04:43,Shahed-136,17,15,1,1,Odesa,Black Sea
2024-04-28 00:47,2024-04-28 01:47,Shahed-131,19,12,2,5,Dnipro,Krasnodar Krai
2024-05-01 02:28,2024-05-01 06:28,Tornado-S,4,2,1,1,Kyiv,Voronezh Oblast
2024-05-02 01:34,2024-05-02 04:34,Iskander-M,2,0,1,1,Donetsk,Crimea
2024-05-02 01:44,2024-05-02 02:44,Shahed-136,19,16,1,2,Lviv,Belarus
2024-05-03 00:18,2024-05-03 02:18,Kh-59,2,2,0,0,Vinnytsia,Belgorod Oblast
2024-05-03 00:29,2024-05-03 01:29,Shahed-136/Geran-2,10,10,0,0,Kharkiv,Bryansk Oblast
2024-05-04 00:01,2024-05-04 03:01,Shahed-131,20,19,0,1,Zhytomyr,Bryansk Oblast
2024-05-04 01:24,2024-05-04 02:24,Kh-555,10,8,0,2,Rivne,Voronezh Oblast
2024-05-04 03:55,2024-05-04 04:55,Shahed-136/Geran-2,14,14,0,0,Odesa,Kursk Oblast
2024-05-05 00:02,2024-05-05 02:02,Kh-101,4,3,0,1,Rivne,Belarus
2024-05-05 02:21,2024-05-05 06:21,Shahed-136,14,13,0,1,Lviv,Krasnodar Krai
2024-05-05 00:22,2024-05-05 03:22,Kh-22,8,5,1,2,Mykolaiv,Belgorod Oblast
2024-05-05 01:32,2024-05-05 04:32,Shahed-136/Geran-2,21,19,0,2,Vinnytsia,Caspian Sea
2024-05-06 00:35,2024-05-06 03:35,Kalibr,2,1,0,1,Dnipro,Krasnodar Krai
2024-05-06 02:57,2024-05-06 06:57,Kh-101,7,5,0,2,Sumy,Krasnodar Krai
2024-05-06 00:46,2024-05-06 04:46,Shahed-131,22,20,0,2,Donetsk,Kursk Oblast
2024-05-06 03:15,2024-05-06 05:15,Shahed-136/Geran-2,17,15,2,0,Lviv,Belgorod Oblast
2024-05-08 01:41,2024-05-08 03:41,Shahed-131,18,17,0,1,Poltava,Belarus
2024-05-08 01:55,2024-05-08 03:55,Shahed-136,5,2,1,2,Zaporizhzhia,Belarus
2024-05-10 01:20,2024-05-10 02:20,Shahed-136,7,6,0,1,Donetsk,Belarus
2024-05-10 00:11,2024-05-10 03:11,Shahed-131,9,8,0,1,Zhytomyr,Krasnodar Krai
2024-05-14 02:28,2024-05-14 05:28,Tornado-S,7,4,1,2,Odesa,Kursk Oblast
2024-05-14 00:08,2024-05-14 02:08,Hwasong-11,2,1,0,1,Kyiv,Belgorod Oblast
2024-05-14 01:38,2024-05-14 03:38,Kh-22,4,3,1,0,Dnipro,Caspian Sea
2024-05-14 02:05,2024-05-14 06:05,Kh-69,3,3,0,0,Odesa,Belarus
2024-05-16 01:54,2024-05-16 05:54,Kh-101,1,0,0,1,Kherson,Crimea
2024-05-16 01:10,2024-05-16 03:10,Kh-555,6,6,0,0,Dnipro,Caspian Sea
2024-05-16 03:48,2024-05-16 04:48,Shahed-136/Geran-2,16,15,0,1,Rivne,Belgorod Oblast
2024-05-18 01:04,2024-05-18 03:04,Shahed-136,22,19,0,3,Rivne,Crimea
2024-05-18 03:44,2024-05-18 06:44,Shahed-131,25,24,0,1,Zhytomyr,Crimea
2024-05-20 03:46,2024-05-20 06:46,Kh-555,5,3,1,1,Lviv,Belarus
2024-05-21 00:28,2024-05-21 04:28,Shahed-136,21,21,0,0,Zhytomyr,Caspian Sea
2024-05-23 00:35,2024-05-23 04:35,Kh-101,3,2,1,0,Donetsk,Caspian Sea
2024-05-23 01:18,2024-05-23 05:18,KN-25,5,3,1,1,Lviv,Belgorod Oblast
2024-05-23 02:29,2024-05-23 04:29,Iskander-M,4,2,0,2,Lviv,Belgorod Oblast
2024-05-23 00:44,2024-05-23 02:44,Shahed-131,23,21,0,2,Kherson,Crimea
2024-05-24 01:49,2024-05-24 03:49,Shahed-131,19,19,0,0,Lviv,Bryansk Oblast
2024-05-25 01:29,2024-05-25 03:29,Smerch,2,0,1,1,Rivne,Crimea
2024-05-26 01:45,2024-05-26 02:45,Smerch,11,6,1,4,Kharkiv,Black Sea
2024-05-26 03:40,2024-05-26 06:40,Kh-555,5,4,0,1,Kharkiv,Belarus
2024-05-26 03:46,2024-05-26 05:46,S-300,6,2,1,3,Lviv,Belarus
2024-05-27 02:36,2024-05-27 04:36,Shahed-136,18,17,0,1,Odesa,Krasnodar Krai
2024-05-27 01:49,2024-05-27 02:49,Kh-59,8,8,0,0,Lviv,Belgorod Oblast
2024-05-28 02:40,2024-05-28 04:40,Shahed-136,1,1,0,0,Kharkiv,Krasnodar Krai
2024-05-28 01:00,2024-05-28 04:00,Shahed-131,30,28,1,1,Kyiv,Crimea
2024-05-28 03:54,2024-05-28 07:54,Shahed-238,28,22,2,4,Donetsk,Caspian Sea
2024-05-28 03:15,2024-05-28 05:15,Kalibr,8,4,0,4,Poltava,Crimea
2024-05-29 00:38,2024-05-29 01:38,Shahed-136,15,14,0,1,Dnipro,Belarus
2024-05-29 02:39,2024-05-29 04:39,Kh-101,4,4,0,0,Kyiv,Krasnodar Krai
2024-05-29 01:03,2024-05-29 04:03,Kh-55,3,0,1,2,Kyiv,Krasnodar Krai
2024-05-29 00:42,2024-05-29 03:42,Shahed-131,10,7,0,3,Mykolaiv,Black Sea
2024-05-30 01:10,2024-05-30 04:10,Shahed-131,11,10,0,1,Poltava,Belarus
2024-05-30 01:29,2024-05-30 04:29,Kh-101,8,8,0,0,Rivne,Caspian Sea
2024-05-30 00:49,2024-05-30 03:49,Shahed-136,18,15,0,3,Mykolaiv,Voronezh Oblast
2024-05-30 03:52,2024-05-30 04:52,Shahed-136/Geran-2,21,19,0,2,Vinnytsia,Bryansk Oblast
2024-06-01 01:07,2024-06-01 04:07,Shahed-136,22,21,0,1,Mykolaiv,Belarus
2024-06-01 03:33,2024-06-01 05:33,Kh-55,4,4,0,0,Chernihiv,Kursk Oblast
2024-06-01 00:06,2024-06-01 01:06,Iskander-M,5,2,1,2,Kherson,Belgorod Oblast
2024-06-01 03:38,2024-06-01 06:38,Kalibr,5,4,1,0,Zaporizhzhia,Belarus
2024-06-02 01:39,2024-06-02 05:39,Shahed-136,28,23,2,3,Donetsk,Crimea
2024-06-02 03:51,2024-06-02 05:51,Kh-55,1,0,0,1,Rivne,Kursk Oblast
2024-06-02 02:12,2024-06-02 03:12,Orlan-10,3,1,1,1,Kharkiv,Caspian Sea
2024-06-03 01:51,2024-06-03 05:51,Shahed-131,20,17,3,0,Lviv,Caspian Sea
2024-06-04 00:40,2024-06-04 02:40,Shahed-136,11,11,0,0,Chernihiv,Belgorod Oblast
2024-06-04 02:50,2024-06-04 03:50,Iskander-M,4,3,1,0,Zaporizhzhia,Belgorod Oblast
2024-06-05 00:07,2024-06-05 03:07,Zala,1,0,0,1,Mykolaiv,Bryansk Oblast
2024-06-05 00:53,2024-06-05 02:53,Shahed-136,14,12,0,2,Dnipro,Voronezh Oblast
2024-06-05 02:59,2024-06-05 06:59,S-300,10,4,1,5,Rivne,Crimea
2024-06-07 01:40,2024-06-07 05:40,Kh-59,2,2,0,0,Rivne,Belarus
2024-06-07 02:29,2024-06-07 06:29,Shahed-136,26,22,1,3,Rivne,Caspian Sea
2024-06-07 02:36,2024-06-07 05:36,S-300,5,2,0,3,Donetsk,Belarus
2024-06-07 00:13,2024-06-07 03:13,Kalibr,3,2,0,1,Vinnytsia,Voronezh Oblast
2024-06-08 02:53,2024-06-08 03:53,Shahed-136,8,8,0,0,Mykolaiv,Bryansk Oblast
2024-06-08 01:36,2024-06-08 05:36,Iskander-M,5,4,0,1,Odesa,Black Sea
2024-06-12 02:26,2024-06-12 03:26,Shahed-131,15,15,0,0,Kherson,Kursk Oblast
2024-06-13 01:33,2024-06-13 04:33,Kh-101,5,3,1,1,Odesa,Black Sea
2024-06-13 02:50,2024-06-13 03:50,Shahed-131,24,19,1,4,Vinnytsia,Kursk Oblast
2024-06-13 00:28,2024-06-13 01:28,KN-23,5,3,0,2,Vinnytsia,Crimea
2024-06-15 03:46,2024-06-15 06:46,Shahed-136,19,16,1,2,Vinnytsia,Voronezh Oblast
2024-06-15 01:49,2024-06-15 02:49,Kh-101,3,3,0,0,Zhytomyr,Belarus
2024-06-15 01:13,2024-06-15 02:13,Kalibr,5,4,0,1,Kherson,Bryansk Oblast
2024-06-17 02:59,2024-06-17 03:59,Shahed-136,25,25,0,0,Sumy,Black Sea
2024-06-18 00:33,2024-06-18 03:33,Iskander-M,4,3,1,0,Kyiv,Belgorod Oblast
2024-06-19 02:12,2024-06-19 04:12,Shahed-136,31,26,2,3,Zaporizhzhia,Belgorod Oblast
2024-06-19 02:49,2024-06-19 06:49,KN-23,2,2,0,0,Sumy,Black Sea
2024-06-20 02:07,2024-06-20 03:07,Kalibr,5,5,0,0,Poltava,Belarus
2024-06-20 00:13,2024-06-20 03:13,Shahed-136,16,15,1,0,Donetsk,Voronezh Oblast
2024-06-21 01:10,2024-06-21 02:10,Shahed-238,22,20,0,2,Zaporizhzhia,Voronezh Oblast
2024-06-21 03:03,2024-06-21 05:03,Iskander-M,6,2,3,1,Kyiv,Crimea
2024-06-21 00:06,2024-06-21 04:06,Shahed-136,21,19,1,1,Kyiv,Black Sea
2024-06-22 03:39,2024-06-22 06:39,Kh-35,5,1,1,3,Zaporizhzhia,Voronezh Oblast
2024-06-22 01:45,2024-06-22 02:45,Kalibr,5,3,1,1,Rivne,Crimea
2024-06-23 03:06,2024-06-23 07:06,Shahed-136,13,11,0,2,Zaporizhzhia,Crimea
2024-06-24 01:55,2024-06-24 04:55,Shahed-131,12,11,0,1,Rivne,Voronezh Oblast
2024-06-24 03:11,2024-06-24 06:11,Kh-22,6,5,1,0,Vinnytsia,Voronezh Oblast
2024-06-25 00:30,2024-06-25 01:30,Shahed-136/Geran-2,26,20,3,3,Mykolaiv,Crimea
2024-06-26 02:49,2024-06-26 05:49,Shahed-136,13,12,0,1,Poltava,Krasnodar Krai
2024-06-26 00:25,2024-06-26 01:25,Kh-69,4,4,0,0,Mykolaiv,Belarus
2024-06-27 03:25,2024-06-27 07:25,Shahed-136,13,12,1,0,Dnipro,Kursk Oblast
2024-06-27 01:30,2024-06-27 05:30,Tornado-S,9,7,1,1,Kharkiv,Voronezh Oblast
2024-06-27 01:52,2024-06-27 05:52,Shahed-136/Geran-2,21,16,2,3,Vinnytsia,Bryansk Oblast
2024-06-28 01:11,2024-06-28 02:11,Shahed-136,11,10,1,0,Chernihiv,Crimea
2024-06-28 00:37,2024-06-28 04:37,Shahed-238,18,14,0,4,Mykolaiv,Belarus
2024-06-28 00:52,2024-06-28 04:52,Kh-22,4,2,1,1,Odesa,Belgorod Oblast
2024-06-30 03:20,2024-06-30 07:20,Tornado-S,9,3,1,5,Sumy,Caspian Sea
2024-07-01 00:48,2024-07-01 02:48,Shahed-136/Geran-2,24,20,1,3,Sumy,Krasnodar Krai
2024-07-01 03:34,2024-07-01 06:34,Shahed-136,23,18,1,4,Lviv,Crimea
2024-07-02 02:36,2024-07-02 05:36,Shahed-136,15,14,1,0,Rivne,Bryansk Oblast
2024-07-02 02:05,2024-07-02 03:05,Kalibr,7,5,0,2,Poltava,Belarus
2024-07-02 03:54,2024-07-02 05:54,Shahed-131,18,15,1,2,Zhytomyr,Belgorod Oblast
2024-07-03 00:45,2024-07-03 03:45,Orlan-10,8,5,1,2,Kharkiv,Belgorod Oblast
2024-07-05 02:45,2024-07-05 06:45,Shahed-136,23,19,0,4,Lviv,Bryansk Oblast
2024-07-05 03:34,2024-07-05 05:34,Shahed-136/Geran-2,16,14,1,1,Sumy,Krasnodar Krai
2024-07-05 03:08,2024-07-05 05:08,Iskander-M,7,3,1,3,Donetsk,Bryansk Oblast
2024-07-05 02:53,2024-07-05 06:53,Kalibr,7,4,0,3,Odesa,Belgorod Oblast
2024-07-07 00:04,2024-07-07 01:04,Kh-35,5,3,0,2,Odesa,Crimea
2024-07-07 03:08,2024-07-07 04:08,Shahed-131,18,16,1,1,Odesa,Bryansk Oblast
2024-07-10 01:29,2024-07-10 05:29,Shahed-131,19,16,1,2,Donetsk,Crimea
2024-07-10 03:22,2024-07-10 05:22,Shahed-136/Geran-2,14,13,1,0,Odesa,Bryansk Oblast
2024-07-10 00:36,2024-07-10 04:36,Shahed-238,21,18,1,2,Zhytomyr,Kursk Oblast
2024-07-10 02:26,2024-07-10 05:26,Shahed-136,15,13,0,2,Kyiv,Caspian Sea
2024-07-11 00:37,2024-07-11 04:37,Kh-59,6,5,0,1,Chernihiv,Black Sea
2024-07-11 01:46,2024-07-11 04:46,Kh-101,4,4,0,0,Kherson,Belarus
2024-07-11 00:33,2024-07-11 01:33,Shahed-136,13,13,0,0,Dnipro,Crimea
2024-07-12 02:39,2024-07-12 03:39,Kalibr,6,3,1,2,Rivne,Voronezh Oblast
2024-07-13 03:29,2024-07-13 07:29,Shahed-136,4,4,0,0,Poltava,Voronezh Oblast
2024-07-14 02:10,2024-07-14 03:10,Kalibr,5,5,0,0,Chernihiv,Belgorod Oblast
2024-07-14 02:03,2024-07-14 06:03,Shahed-136,25,23,0,2,Poltava,Krasnodar Krai
2024-07-14 00:42,2024-07-14 03:42,Forpost-R,4,2,1,1,Vinnytsia,Caspian Sea
2024-07-15 01:32,2024-07-15 02:32,Shahed-136/Geran-2,16,10,2,4,Zhytomyr,Belgorod Oblast
2024-07-16 02:54,2024-07-16 05:54,Lancet-3,8,7,1,0,Kyiv,Black Sea
2024-07-16 01:58,2024-07-16 03:58,Kh-59,3,3,0,0,Sumy,Crimea
